,experiences_offered,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,neighbourhood,minimum_nights,maximum_nights
13799,none,52.47173000000001,13.44786,Apartment,Private room,3,1.0,1.0,18.0,Neukölln,1,1125
13800,none,52.53604,13.42495,Boutique hotel,Hotel room,4,1.0,2.0,199.0,Prenzlauer Berg,1,60
13801,none,52.56098000000001,13.37769,Apartment,Private room,3,1.0,1.0,35.0,Wedding,3,1125
13802,none,52.524359999999994,13.452370000000002,Apartment,Private room,2,1.0,1.0,40.0,Friedrichshain,1,7
13803,none,52.50603,13.47025,Apartment,Entire home/apt,4,1.0,1.0,55.0,Friedrichshain,7,15
13805,none,52.51659,13.46775,Apartment,Private room,2,1.0,1.0,27.0,Friedrichshain,1,9
13806,none,52.4922,13.365329999999998,Apartment,Private room,4,1.0,0.0,49.0,Schöneberg,1,1125
13807,none,52.48809,13.3241,Apartment,Entire home/apt,2,1.0,1.0,40.0,Wilmersdorf,2,1125
13810,none,52.479980000000005,13.448929999999999,Apartment,Entire home/apt,2,1.0,1.0,30.0,Neukölln,3,7
13811,none,52.5239,13.41802,Serviced apartment,Entire home/apt,2,1.0,0.0,134.0,Mitte,3,1125
13812,none,52.54018000000001,13.404770000000001,Apartment,Private room,2,1.0,1.0,35.0,Prenzlauer Berg,1,5
13813,none,52.49625,13.44413,Apartment,Private room,2,1.0,1.0,80.0,Kreuzberg,4,1125
13814,none,52.53593000000001,13.381120000000001,Apartment,Private room,2,1.0,1.0,40.0,Mitte,2,1125
13815,none,52.48065,13.44784,Apartment,Entire home/apt,2,1.0,2.0,36.0,Neukölln,2,15
13816,none,52.550619999999995,13.40763,Apartment,Entire home/apt,2,1.0,1.0,80.0,Prenzlauer Berg,2,14
13819,none,52.5681,13.51406,Apartment,Private room,2,1.0,1.0,40.0,Neu-Hohenschönhausen,2,30
13820,none,52.49876,13.444020000000002,Apartment,Private room,3,1.0,2.0,22.0,Kreuzberg,1,1125
13821,none,52.526959999999995,13.39476,Apartment,Private room,2,1.5,1.0,40.0,Mitte,5,30
13822,none,52.545,13.26363,Apartment,Private room,2,1.0,0.0,31.0,Siemensstadt,2,18
13823,none,52.46548000000001,13.436420000000002,Apartment,Entire home/apt,2,1.0,1.0,50.0,Neukölln,1,14
13824,none,52.52713000000001,13.4009,Apartment,Private room,2,1.0,1.0,39.0,Mitte,1,1125
13825,none,52.48882,13.455520000000002,Apartment,Private room,2,1.0,1.0,38.0,Alt-Treptow,2,1125
13827,none,52.525659999999995,13.397470000000002,Apartment,Private room,2,1.5,1.0,45.0,Mitte,2,6
13828,none,52.51011999999999,13.30219,Apartment,Entire home/apt,8,2.0,3.0,120.0,Charlottenburg,1,20
13829,none,52.4965,13.35358,Apartment,Private room,1,1.0,1.0,35.0,Schöneberg,3,1125
13830,none,52.47705,13.439570000000002,Apartment,Private room,1,1.0,1.0,29.0,Neukölln,3,7
13831,none,52.53997,13.40865,Apartment,Private room,1,1.0,1.0,45.0,Prenzlauer Berg,6,1125
13832,none,52.536280000000005,13.439960000000001,Apartment,Private room,2,1.0,1.0,30.0,Prenzlauer Berg,4,1125
13833,none,52.548140000000004,13.359679999999999,Apartment,Private room,3,1.0,1.0,35.0,Wedding,1,1125
13836,none,52.55701,13.437610000000001,Apartment,Private room,2,1.0,1.0,50.0,Weißensee,1,1125
13837,none,52.50857,13.404179999999998,Apartment,Entire home/apt,2,1.0,1.0,53.0,Mitte,7,21
13838,none,52.51944,13.46662,Apartment,Private room,3,1.0,1.0,34.0,Friedrichshain,4,1125
13839,none,52.574780000000004,13.412289999999999,Apartment,Shared room,3,1.0,1.0,20.0,Pankow,2,11
13840,none,52.43043,13.49344,Apartment,Private room,1,1.0,1.0,24.0,Rudow,1,1125
13841,none,52.52169,13.3852,Loft,Private room,4,1.0,1.0,120.0,Mitte,4,1125
13842,none,52.491040000000005,13.3681,Apartment,Entire home/apt,2,2.0,1.0,280.0,Schöneberg,2,60
13843,none,52.52061,13.433829999999999,Apartment,Private room,2,1.0,1.0,35.0,Friedrichshain,4,1125
13845,none,52.510740000000006,13.455779999999999,Apartment,Entire home/apt,1,1.0,0.0,19.0,Friedrichshain,1,1125
13846,none,52.502430000000004,13.413170000000001,Apartment,Entire home/apt,2,1.0,1.0,40.0,Kreuzberg,7,9
13847,none,52.51627,13.391079999999999,Apartment,Entire home/apt,2,1.0,1.0,45.0,Mitte,3,14
13848,none,52.54062,13.555629999999999,Bed and breakfast,Hotel room,3,1.0,1.0,190.0,Marzahn,5,31
13850,none,52.51145,13.45992,Apartment,Private room,2,1.5,1.0,45.0,Friedrichshain,2,1125
13851,none,52.496269999999996,13.34552,Apartment,Private room,2,1.0,1.0,21.0,Schöneberg,1,120
13852,none,52.5293,13.34007,Apartment,Entire home/apt,7,2.0,3.0,120.0,Moabit,4,1124
13853,none,52.53621,13.419120000000001,Apartment,Private room,2,1.0,0.0,42.0,Prenzlauer Berg,2,1125
13854,none,52.49448,13.32971,Apartment,Private room,1,1.0,1.0,23.0,Wilmersdorf,7,8
13855,none,52.50935,13.501529999999999,Apartment,Entire home/apt,4,1.0,1.0,99.0,Rummelsburg,2,1125
13857,none,52.527280000000005,13.393479999999998,Apartment,Private room,2,1.0,1.0,25.0,Mitte,2,8
13858,none,52.526430000000005,13.388879999999999,Apartment,Private room,2,1.0,1.0,74.0,Mitte,2,4
13859,none,52.533730000000006,13.439,Apartment,Private room,2,1.0,1.0,30.0,Prenzlauer Berg,3,1125
13860,none,52.53065,13.598329999999999,Townhouse,Private room,2,1.5,1.0,15.0,Hellersdorf,2,1125
13861,none,52.56721999999999,13.393920000000001,House,Entire home/apt,6,2.0,3.0,170.0,Pankow,5,1125
13862,none,52.551559999999995,13.37972,Apartment,Entire home/apt,2,1.0,1.0,45.0,Wedding,2,1125
13863,none,52.547230000000006,13.34772,Apartment,Private room,2,1.0,1.0,23.0,Wedding,5,1125
13864,none,52.54,13.35767,Apartment,Private room,3,1.0,2.0,44.0,Wedding,3,7
13865,none,52.505430000000004,13.475779999999999,Apartment,Private room,2,1.0,1.0,45.0,Rummelsburg,2,15
13866,none,52.48591,13.430029999999999,Apartment,Private room,2,1.0,0.0,50.0,Neukölln,1,1125
13867,none,52.54833000000001,13.366220000000002,Apartment,Private room,2,1.0,1.0,16.0,Wedding,7,1125
13869,none,52.53746999999999,13.424479999999999,Boutique hotel,Hotel room,4,2.0,2.0,199.0,Prenzlauer Berg,1,60
13870,none,52.48421,13.3825,Apartment,Private room,1,1.0,1.0,26.0,Tempelhof,4,30
13871,none,52.52159,13.4469,Apartment,Entire home/apt,8,1.5,1.0,120.0,Friedrichshain,3,9
13872,none,52.490159999999996,13.42276,Apartment,Entire home/apt,3,1.0,1.0,32.0,Kreuzberg,4,29
13873,none,52.467969999999994,13.43609,Apartment,Entire home/apt,2,1.0,0.0,78.0,Neukölln,1,1125
13874,none,52.46326,13.4356,Apartment,Private room,2,1.0,1.0,20.0,Neukölln,4,12
13875,none,52.458780000000004,13.37685,Apartment,Entire home/apt,4,2.0,2.0,80.0,Tempelhof,4,80
13876,none,52.540119999999995,13.359420000000002,Apartment,Entire home/apt,4,1.0,1.0,33.0,Wedding,7,23
13877,none,52.50872,13.46115,Apartment,Entire home/apt,1,1.0,1.0,45.0,Friedrichshain,4,5
13878,none,52.53589,13.503820000000001,Apartment,Private room,2,1.0,1.0,15.0,Alt-Hohenschönhausen,1,30
13880,none,52.52766,13.397639999999999,Apartment,Entire home/apt,6,1.0,2.0,145.0,Mitte,5,30
13881,none,52.56148,13.36235,Apartment,Entire home/apt,4,1.0,2.0,50.0,Reinickendorf,2,100
13882,none,52.4953,13.553460000000001,House,Private room,3,2.0,1.0,19.0,Biesdorf,1,30
13883,none,52.41019,13.39584,Apartment,Entire home/apt,5,1.0,2.0,75.0,Lichtenrade,2,1125
13884,none,52.51631,13.4642,Apartment,Private room,2,1.0,1.0,35.0,Friedrichshain,2,1125
13885,none,52.41194,13.39586,Apartment,Entire home/apt,4,1.0,1.0,60.0,Lichtenrade,2,1125
13886,none,52.541230000000006,13.35385,Apartment,Entire home/apt,4,1.0,2.0,62.0,Wedding,3,1125
13887,none,52.52466999999999,13.40962,Apartment,Private room,2,1.0,1.0,30.0,Mitte,3,9
13888,none,52.47044,13.4302,Apartment,Private room,2,1.0,1.0,30.0,Neukölln,2,11
13889,none,52.476519999999994,13.42658,Apartment,Private room,2,1.0,0.0,35.0,Neukölln,4,1125
13890,none,52.517880000000005,13.430220000000002,Apartment,Private room,1,1.0,1.0,22.0,Friedrichshain,1,8
13891,none,52.547540000000005,13.35255,Apartment,Entire home/apt,2,1.0,1.0,45.0,Wedding,4,4
13892,none,52.50736,13.49322,Apartment,Private room,2,1.0,1.0,38.0,Rummelsburg,2,31
13893,none,52.49146999999999,13.356010000000001,Apartment,Private room,1,1.0,1.0,32.0,Schöneberg,2,3
13894,none,52.528369999999995,13.317039999999999,Loft,Private room,1,1.0,0.0,75.0,Moabit,1,1125
13895,none,52.50346,13.32745,Loft,Entire home/apt,6,1.0,2.0,100.0,Charlottenburg,1,366
13896,none,52.541740000000004,13.42341,Apartment,Private room,2,1.0,1.0,80.0,Prenzlauer Berg,1,90
13898,none,52.543240000000004,13.415029999999998,Apartment,Private room,2,1.0,0.0,45.0,Prenzlauer Berg,2,4
13899,none,52.4978,13.462370000000002,Apartment,Private room,2,1.0,1.0,30.0,Friedrichshain,2,1125
13900,none,52.51428000000001,13.4726,Apartment,Private room,2,1.0,1.0,20.0,Friedrichshain,3,10
13901,none,52.47126,13.42935,Apartment,Private room,2,1.0,1.0,27.0,Neukölln,2,30
13904,none,52.51001,13.453560000000001,Apartment,Private room,2,1.0,1.0,42.0,Friedrichshain,2,7
13905,none,52.51254,13.4569,Apartment,Entire home/apt,2,1.0,1.0,70.0,Friedrichshain,2,5
13906,none,52.46885,13.313020000000002,Apartment,Private room,2,1.0,1.0,29.0,Wilmersdorf,2,1125
13908,none,52.5339,13.352310000000001,Apartment,Entire home/apt,5,2.0,3.0,60.0,Moabit,4,13
13909,none,52.53759,13.4264,Apartment,Private room,3,1.0,1.0,30.0,Prenzlauer Berg,2,1125
13910,none,52.47983000000001,13.4319,Apartment,Private room,2,1.0,1.0,36.0,Neukölln,7,7
13911,none,52.49601,13.350829999999998,Apartment,Private room,3,1.0,1.0,37.0,Schöneberg,3,1125
13912,none,52.50316,13.3068,Apartment,Private room,4,2.0,1.0,80.0,Charlottenburg,1,365
13915,none,52.523309999999995,13.35839,Apartment,Private room,4,1.0,2.0,80.0,Moabit,2,31
13916,none,52.49005,13.3368,Apartment,Entire home/apt,2,1.0,1.0,110.0,Wilmersdorf,3,13
13917,none,52.524319999999996,13.480960000000001,Apartment,Private room,4,1.0,1.0,27.0,Fennpfuhl,1,1125
13919,none,52.49353000000001,13.337,Apartment,Entire home/apt,3,1.0,1.0,120.0,Wilmersdorf,7,22
13920,none,52.495569999999994,13.34211,Apartment,Private room,2,1.0,0.0,85.0,Schöneberg,1,14
13921,none,52.520790000000005,13.42635,Apartment,Private room,1,1.0,1.0,25.0,Mitte,1,1125
13923,none,52.517019999999995,13.43345,Apartment,Entire home/apt,2,1.0,1.0,69.0,Friedrichshain,3,1125
13926,none,52.49351,13.50531,Apartment,Private room,4,1.5,1.0,30.0,Friedrichsfelde,1,90
13927,none,52.533680000000004,13.38021,Apartment,Private room,3,2.0,1.0,90.0,Mitte,2,23
13928,none,52.51889,13.40605,Apartment,Private room,2,1.0,1.0,47.0,Mitte,4,1125
13930,none,52.52405,13.3966,Apartment,Private room,1,1.0,1.0,35.0,Mitte,2,1125
13931,none,52.50532,13.32085,Apartment,Private room,1,1.0,0.0,32.0,Charlottenburg,2,7
13932,none,52.49123,13.52253,Apartment,Entire home/apt,2,1.0,1.0,29.0,Karlshorst,2,1125
13933,none,52.4972,13.42115,Apartment,Entire home/apt,2,1.0,1.0,85.0,Kreuzberg,7,50
13934,none,52.50311,13.30533,Apartment,Private room,8,2.0,1.0,120.0,Charlottenburg,1,365
13936,none,52.529030000000006,13.353279999999998,Apartment,Private room,2,1.0,1.0,65.0,Moabit,2,5
13937,none,52.52825,13.406089999999999,Loft,Private room,1,1.0,1.0,50.0,Mitte,3,1125
13939,none,52.48777,13.388010000000001,Apartment,Private room,2,1.5,1.0,39.0,Kreuzberg,2,1125
13940,none,52.46754,13.43695,Apartment,Private room,2,1.0,1.0,22.0,Neukölln,4,1125
13941,none,52.52406,13.43583,Apartment,Private room,2,1.0,1.0,30.0,Friedrichshain,3,16
13942,none,52.5002,13.35415,Apartment,Entire home/apt,2,1.0,0.0,42.0,Schöneberg,1,28
13943,none,52.53099,13.34888,Apartment,Private room,2,1.0,1.0,20.0,Moabit,3,1125
13944,none,52.510419999999996,13.451179999999999,Apartment,Private room,2,1.0,1.0,50.0,Friedrichshain,4,1125
13945,none,52.55284,13.418460000000001,Apartment,Entire home/apt,4,1.0,2.0,75.0,Prenzlauer Berg,2,11
13946,none,52.51001,13.44951,Apartment,Private room,2,1.0,1.0,35.0,Friedrichshain,2,1125
13947,none,52.52251999999999,13.45367,Condominium,Entire home/apt,2,1.0,1.0,59.0,Friedrichshain,1,1125
13948,none,52.538709999999995,13.40789,Apartment,Private room,2,1.0,1.0,50.0,Prenzlauer Berg,1,1125
13949,none,52.47356,13.44674,Apartment,Entire home/apt,3,1.0,1.0,66.0,Neukölln,7,15
13950,none,52.525319999999994,13.34014,Loft,Entire home/apt,2,1.0,0.0,110.0,Moabit,1,7
13951,none,52.54619,13.40654,Apartment,Entire home/apt,1,1.0,1.0,40.0,Prenzlauer Berg,3,1125
13952,none,52.49284,13.433639999999999,Apartment,Private room,2,1.0,1.0,22.0,Kreuzberg,2,1125
13953,none,52.48016,13.43135,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,2,1125
13954,none,52.484030000000004,13.378620000000002,Apartment,Entire home/apt,2,1.0,1.0,33.0,Tempelhof,3,10
13955,none,52.483819999999994,13.440829999999998,Apartment,Private room,2,1.5,1.0,22.0,Neukölln,1,14
13956,none,52.51603000000001,13.48194,Apartment,Private room,3,2.0,1.0,40.0,Lichtenberg,1,1125
13957,none,52.51355,13.20222,Apartment,Entire home/apt,4,1.0,1.0,84.0,Wilhelmstadt,2,1125
13958,none,52.4991,13.46525,Apartment,Private room,2,1.0,1.0,50.0,Friedrichshain,2,7
13959,none,52.54795,13.3956,Apartment,Entire home/apt,1,1.0,0.0,53.0,Wedding,3,8
13960,none,52.531980000000004,13.411970000000002,Apartment,Private room,2,2.0,1.0,59.0,Prenzlauer Berg,5,1125
13961,none,52.584219999999995,13.37393,Apartment,Private room,2,1.0,1.0,40.0,Niederschönhausen,1,1125
13962,none,52.54074,13.3973,Apartment,Private room,3,1.0,1.0,29.0,Wedding,1,14
13963,none,52.491519999999994,13.431770000000002,Apartment,Private room,1,1.0,1.0,25.0,Neukölln,3,6
13964,none,52.50963,13.393460000000001,Apartment,Private room,2,2.0,1.0,33.0,Mitte,7,1125
13965,none,52.524969999999996,13.414029999999999,Loft,Entire home/apt,2,1.0,1.0,74.0,Mitte,3,9
13967,none,52.49204,13.44846,Apartment,Entire home/apt,3,1.0,2.0,90.0,Alt-Treptow,7,30
13968,none,52.56991,13.2061,Townhouse,Entire home/apt,6,2.0,3.0,60.0,Hakenfelde,3,14
13969,none,52.60848000000001,13.23756,Apartment,Private room,4,1.0,1.0,24.0,Heiligensee,3,60
13970,none,52.51557,13.418389999999999,Apartment,Entire home/apt,4,1.0,2.0,120.0,Mitte,3,1125
13971,none,52.4674,13.43702,Apartment,Entire home/apt,8,1.0,2.0,220.0,Neukölln,2,1125
13973,none,52.487930000000006,13.42366,Apartment,Private room,2,1.0,1.0,31.0,Kreuzberg,4,90
13974,none,52.533640000000005,13.40484,Apartment,Entire home/apt,4,1.0,2.0,80.0,Mitte,4,30
13976,none,52.449,13.571060000000001,Apartment,Private room,2,1.0,1.0,25.0,Köpenick,1,1125
13977,none,52.53148,13.375860000000001,Apartment,Private room,2,1.0,1.0,15.0,Mitte,4,1125
13978,none,52.5304,13.39216,Apartment,Entire home/apt,4,1.0,2.0,95.0,Mitte,1,1125
13979,none,52.533530000000006,13.439,Apartment,Private room,2,1.0,0.0,50.0,Prenzlauer Berg,3,1125
13980,none,52.582980000000006,13.424779999999998,Apartment,Private room,2,1.0,1.0,25.0,Niederschönhausen,1,23
13981,none,52.50594,13.468679999999999,Apartment,Private room,2,1.0,1.0,44.0,Friedrichshain,2,90
13982,none,52.53723000000001,13.41828,Apartment,Private room,2,1.0,1.0,60.0,Prenzlauer Berg,2,31
13983,none,52.456340000000004,13.53992,Houseboat,Entire home/apt,4,1.0,2.0,200.0,Oberschöneweide,3,10
13984,none,52.48528,13.444479999999999,Apartment,Private room,2,1.0,1.0,20.0,Neukölln,3,5
13985,none,52.55522,13.3935,Apartment,Private room,1,1.0,0.0,19.0,Wedding,1,9
13986,none,52.489430000000006,13.390889999999999,Apartment,Private room,2,1.0,1.0,22.0,Kreuzberg,5,1125
13987,none,52.48641,13.37773,Apartment,Private room,2,1.0,1.0,27.0,Kreuzberg,5,10
13988,none,52.46875,13.346129999999999,Apartment,Private room,1,1.0,1.0,25.0,Schöneberg,1,3
13989,none,52.483430000000006,13.428479999999999,Apartment,Private room,1,1.0,1.0,30.0,Neukölln,3,1125
13990,none,52.49035,13.39325,Apartment,Entire home/apt,3,1.0,0.0,111.0,Kreuzberg,1,28
13992,none,52.60094,13.36121,Apartment,Entire home/apt,3,1.0,1.0,21.0,Märkisches Viertel,3,7
13993,none,52.49324,13.401539999999999,Apartment,Entire home/apt,2,1.0,1.0,90.0,Kreuzberg,3,1125
13994,none,52.547880000000006,13.396339999999999,Apartment,Private room,2,1.0,1.0,80.0,Wedding,6,1125
13995,none,52.528890000000004,13.4317,Loft,Entire home/apt,2,1.0,1.0,79.0,Prenzlauer Berg,2,1000
13996,none,52.509319999999995,13.4034,Apartment,Shared room,1,1.0,1.0,27.0,Mitte,1,1125
13997,none,52.5388,13.42516,Apartment,Private room,2,1.0,1.0,30.0,Prenzlauer Berg,5,1125
13998,none,52.512269999999994,13.2886,Apartment,Entire home/apt,2,1.0,1.0,130.0,Charlottenburg,2,1125
13999,none,52.42395,13.720189999999999,Loft,Entire home/apt,3,1.5,1.0,70.0,Rahnsdorf,3,90
14000,none,52.480090000000004,13.44938,Apartment,Private room,2,1.0,1.0,40.0,Neukölln,2,10
14001,none,52.548590000000004,13.359020000000001,Apartment,Private room,2,1.0,1.0,26.0,Wedding,3,60
14002,none,52.5072,13.4667,Apartment,Private room,3,1.0,1.0,39.0,Friedrichshain,2,7
14003,none,52.55457,13.34939,Apartment,Private room,2,1.0,1.0,21.0,Wedding,2,1125
14004,none,52.502069999999996,13.44072,Apartment,Private room,4,1.0,1.0,42.0,Kreuzberg,1,21
14005,none,52.51218000000001,13.29245,Apartment,Entire home/apt,2,1.0,1.0,40.0,Charlottenburg,1,30
14006,none,52.523030000000006,13.45009,Apartment,Entire home/apt,2,1.0,1.0,55.0,Friedrichshain,2,1000
14007,none,52.4805,13.362860000000001,Apartment,Private room,1,1.0,1.0,34.0,Schöneberg,5,1125
14009,none,52.50121,13.365160000000001,Serviced apartment,Hotel room,2,1.0,1.0,109.0,Tiergarten,1,1125
14011,none,52.470980000000004,13.33356,Apartment,Private room,2,1.0,1.0,45.0,Friedenau,3,1125
14012,none,52.504419999999996,13.376120000000002,Apartment,Entire home/apt,2,1.0,1.0,30.0,Kreuzberg,1,10
14013,none,52.50294,13.414810000000001,Apartment,Entire home/apt,2,1.0,1.0,29.0,Kreuzberg,2,1125
14014,none,52.545230000000004,13.41995,Apartment,Private room,4,1.0,3.0,60.0,Prenzlauer Berg,2,1125
14015,none,52.519459999999995,13.435770000000002,Apartment,Private room,2,1.0,1.0,28.0,Friedrichshain,2,350
14017,none,52.5293,13.44444,Apartment,Entire home/apt,2,1.0,0.0,40.0,Prenzlauer Berg,4,1125
14018,none,52.464569999999995,13.488829999999998,Apartment,Entire home/apt,1,1.0,1.0,23.0,Baumschulenweg,3,1125
14020,none,52.53484,13.34208,Apartment,Private room,1,1.0,1.0,50.0,Moabit,3,20
14021,none,52.50671,13.471779999999999,Apartment,Entire home/apt,4,1.0,3.0,55.0,Friedrichshain,6,10
14022,none,52.53403,13.41515,Condominium,Entire home/apt,2,1.0,1.0,95.0,Prenzlauer Berg,3,10
14023,none,52.519890000000004,13.44561,Apartment,Private room,2,1.0,1.0,65.0,Friedrichshain,1,1125
14024,none,52.56168,13.38444,Apartment,Private room,2,1.0,1.0,15.0,Wedding,2,180
14025,none,52.513169999999995,13.47119,Apartment,Private room,2,1.0,1.0,30.0,Friedrichshain,4,21
14026,none,52.498380000000004,13.41969,Apartment,Private room,1,1.0,1.0,30.0,Kreuzberg,5,7
14027,none,52.49301,13.38895,Apartment,Entire home/apt,6,1.0,0.0,129.0,Kreuzberg,2,30
14028,none,52.51865,13.47122,Apartment,Private room,2,1.5,1.0,41.0,Friedrichshain,2,1125
14029,none,52.48234,13.43861,Apartment,Private room,2,1.0,1.0,40.0,Neukölln,2,6
14030,none,52.55862,13.39688,Guesthouse,Entire home/apt,4,1.0,1.0,50.0,Wedding,1,90
14031,none,52.50581999999999,13.42296,Apartment,Private room,4,1.0,1.0,53.0,Mitte,2,7
14032,none,52.52395,13.47481,Apartment,Private room,1,1.0,1.0,15.0,Fennpfuhl,7,1125
14033,none,52.54319,13.37606,Apartment,Entire home/apt,2,1.0,1.0,89.0,Wedding,3,1125
14035,none,52.545359999999995,13.411520000000001,Apartment,Private room,2,1.5,1.0,30.0,Prenzlauer Berg,3,21
14037,none,52.55056999999999,13.42891,Apartment,Private room,1,1.0,1.0,20.0,Prenzlauer Berg,3,9
14038,none,52.546530000000004,13.34619,Apartment,Entire home/apt,2,1.0,0.0,55.0,Wedding,2,30
14039,none,52.538309999999996,13.451789999999999,Apartment,Private room,2,1.0,0.0,30.0,Prenzlauer Berg,3,19
14040,none,52.51843,13.46364,Apartment,Entire home/apt,2,1.0,1.0,25.0,Friedrichshain,1,20
14041,none,52.4519,13.13209,Guest suite,Private room,16,2.0,4.0,44.0,Kladow,2,9
14042,none,52.49443,13.43377,Apartment,Entire home/apt,4,1.0,2.0,115.0,Kreuzberg,2,1125
14043,none,52.555130000000005,13.406870000000001,Apartment,Entire home/apt,3,1.0,1.0,44.0,Prenzlauer Berg,1,1125
14044,none,52.474959999999996,13.425970000000001,Apartment,Private room,2,1.0,1.0,22.0,Neukölln,6,20
14045,none,52.4764,13.42462,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,6,20
14046,none,52.46011,13.385570000000001,Apartment,Private room,2,1.0,1.0,20.0,Tempelhof,5,1125
14047,none,52.48497,13.34244,Apartment,Private room,2,1.0,1.0,30.0,Schöneberg,1,4
14048,none,52.54804,13.434170000000002,Apartment,Private room,2,1.0,1.0,15.0,Prenzlauer Berg,1,1125
14049,none,52.49146,13.396770000000002,Condominium,Private room,2,1.0,1.0,40.0,Kreuzberg,3,20
14050,none,52.50082,13.408829999999998,Apartment,Entire home/apt,2,1.0,0.0,45.0,Kreuzberg,1,1125
14051,none,52.50046,13.40717,Apartment,Entire home/apt,1,1.0,0.0,35.0,Kreuzberg,5,1125
14052,none,52.46091,13.37765,House,Private room,2,0.5,1.0,30.0,Tempelhof,3,1125
14053,none,52.55361,13.41184,Apartment,Private room,2,1.0,1.0,79.0,Prenzlauer Berg,2,32
14054,none,52.540009999999995,13.410279999999998,Apartment,Entire home/apt,4,1.0,2.0,70.0,Prenzlauer Berg,2,14
14055,none,52.496359999999996,13.48526,Townhouse,Private room,1,1.0,1.0,50.0,Rummelsburg,2,7
14056,none,52.53434,13.35857,Apartment,Private room,2,1.0,1.0,20.0,Moabit,7,1125
14057,none,52.46609,13.38044,Apartment,Private room,3,1.0,1.0,40.0,Tempelhof,7,11
14058,none,52.46538,13.57908,Condominium,Entire home/apt,4,1.0,2.0,49.0,Köpenick,2,1125
14060,none,52.50786,13.46122,Condominium,Private room,2,1.0,1.0,40.0,Friedrichshain,4,30
